"symbol"	"baseMean"	"FoldChange"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"description"
"0610005C13Rik"	6853.10007215664	1.14101471783895	0.19031740093099	0.142748352110889	1.33323711354054	0.182454003507172	1	"RIKEN cDNA 0610005C13 gene"
"0610009E02Rik"	89.7065105050646	1.47167584373259	0.557459933528267	0.60231533376049	0.925528377383033	0.354691129719506	1	"RIKEN cDNA 0610009E02 gene"
"0610009L18Rik"	36.9340042414072	1.05978995306979	0.0837783556443922	0.648990037505876	0.129090357020517	0.897286152147546	1	"RIKEN cDNA 0610009L18 gene"
"0610010K14Rik"	702.840055946244	0.988406478869085	-0.0168236275212876	0.171846411148769	-0.0978992078381161	0.922012329020165	1	"RIKEN cDNA 0610010K14 gene"
"0610025J13Rik"	3.53570497851549	0.294145643759235	-1.76539742451575	2.52627219371545	-0.698815206416588	0.484667524096492	1	"RIKEN cDNA 0610025J13 gene"
"0610030E20Rik"	1530.22254870433	1.07535677837226	0.104815391900738	0.160576313232937	0.652745039355146	0.513920661107827	1	"RIKEN cDNA 0610030E20 gene"
"0610031O16Rik"	5559.43193264053	1.48117919751175	0.566746192768692	0.240287638826229	2.35861568051177	0.0183432416494405	1	"RIKEN cDNA 0610031O16 gene"
"0610038B21Rik"	1.48724996511745	1.79098923261998	0.840756663905418	4.48280777109624	0.18755135326711	0.851228363855444	1	"RIKEN cDNA 0610038B21 gene"
"0610039H22Rik"	1.87243457128231	0.0749817758071525	-3.73731619613279	4.02891056788823	-0.927624511181871	0.353602378610648	1	"RIKEN cDNA 0610039H22 gene"
"0610039K10Rik"	5.90300886678951	1.7083575637816	0.772609966472326	1.27911864649536	0.604017436997881	0.545832049308619	1	"RIKEN cDNA 0610039K10 gene"
"0610040B10Rik"	99.9959986777909	1.00318664898334	0.004590053119319	0.424010449277712	0.010825330194428	0.991362804868214	1	"RIKEN cDNA 0610040B10 gene"
"0610040F04Rik"	32.2031057254264	1.64218075984828	0.715612937702612	0.763803096724548	0.936907615027235	0.348806081772219	1	"RIKEN cDNA 0610040F04 gene"
"0610040J01Rik"	1437.52373381498	1.14453162668385	0.194757329236579	0.175810826015682	1.10776641945364	0.267962706121578	1	"RIKEN cDNA 0610040J01 gene"
"0610042G04Rik"	56.2547701925414	1.33112631244744	0.412647477106456	0.619190646727111	0.666430410872014	0.505136029864899	1	"RIKEN cDNA 0610042G04 gene"
"0610043K17Rik"	257.571489198319	1.74068461224349	0.799654830461519	0.44477357537306	1.797891949383	0.0721941321586617	1	"RIKEN cDNA 0610043K17 gene"
"1110002E22Rik"	16.216168677638	0.520270762811959	-0.942665459130242	2.90396512423176	-0.324613216344884	0.745473823297399	1	"RIKEN cDNA 1110002E22 gene"
"1110002J07Rik"	36.5250798585323	1.19981272311798	0.262809235405362	0.840058287029925	0.312846429185931	0.754397339212168	1	"RIKEN cDNA 1110002J07 gene"
"1110002L01Rik"	329.657961584717	1.07701841810699	0.107042921641094	0.268207308551367	0.399105163163714	0.689815718034356	1	"RIKEN cDNA 1110002L01 gene"
"1110004F10Rik"	1494.72719758557	1.01036716750973	0.0148796637546266	0.199478446647496	0.0745928395007052	0.940538671502793	1	"RIKEN cDNA 1110004F10 gene"
"1110006O24Rik"	28.4136773210072	0.761103601878804	-0.393835247277306	0.661429611667981	-0.595430322939639	0.551555861372452	1	"RIKEN cDNA 1110006O24 gene"
